State,Measure Names,Year of Year,Measure Values
Mississippi,Transit Fatalities,2014,0
Mississippi,Recreational boating fatalities,2014,3
Mississippi,Rail fatalities,2014,9
Mississippi,Highway Fatalities,2014,607
Mississippi,Transit Fatalities,2013,0
Mississippi,Recreational boating fatalities,2013,13
Mississippi,Rail fatalities,2013,9
Mississippi,Highway Fatalities,2013,613
Mississippi,Transit Fatalities,2012,0
Mississippi,Recreational boating fatalities,2012,12
Mississippi,Rail fatalities,2012,11
Mississippi,Highway Fatalities,2012,582
Mississippi,Transit Fatalities,2011,0
Mississippi,Recreational boating fatalities,2011,11
Mississippi,Rail fatalities,2011,6
Mississippi,Highway Fatalities,2011,630
Mississippi,Transit Fatalities,2010,0
Mississippi,Recreational boating fatalities,2010,8
Mississippi,Rail fatalities,2010,15
Mississippi,Highway Fatalities,2010,641
Missouri,Transit Fatalities,2023,4
Missouri,Recreational boating fatalities,2023,
Missouri,Rail fatalities,2023,16
Missouri,Highway Fatalities,2023,
Missouri,Transit Fatalities,2022,3
Missouri,Recreational boating fatalities,2022,17
Missouri,Rail fatalities,2022,23
Missouri,Highway Fatalities,2022,
Missouri,Transit Fatalities,2021,1
Missouri,Recreational boating fatalities,2021,28
Missouri,Rail fatalities,2021,14
Missouri,Highway Fatalities,2021,1016
Missouri,Transit Fatalities,2020,5
Missouri,Recreational boating fatalities,2020,14
Missouri,Rail fatalities,2020,15
Missouri,Highway Fatalities,2020,987
Missouri,Transit Fatalities,2019,2
Missouri,Recreational boating fatalities,2019,18
Missouri,Rail fatalities,2019,16
Missouri,Highway Fatalities,2019,881
Missouri,Transit Fatalities,2018,4
Missouri,Recreational boating fatalities,2018,14
Missouri,Rail fatalities,2018,18
Missouri,Highway Fatalities,2018,921
Missouri,Transit Fatalities,2017,5
Missouri,Recreational boating fatalities,2017,10
Missouri,Rail fatalities,2017,12
Missouri,Highway Fatalities,2017,932
Missouri,Transit Fatalities,2016,4
Missouri,Recreational boating fatalities,2016,16
Missouri,Rail fatalities,2016,13
Missouri,Highway Fatalities,2016,947
Missouri,Transit Fatalities,2015,6
Missouri,Recreational boating fatalities,2015,17
Missouri,Rail fatalities,2015,15
Missouri,Highway Fatalities,2015,870
Missouri,Transit Fatalities,2014,3
Missouri,Recreational boating fatalities,2014,14
Missouri,Rail fatalities,2014,9
Missouri,Highway Fatalities,2014,766
Missouri,Transit Fatalities,2013,3
Missouri,Recreational boating fatalities,2013,16
Missouri,Rail fatalities,2013,8
Missouri,Highway Fatalities,2013,757
Missouri,Transit Fatalities,2012,5
Missouri,Recreational boating fatalities,2012,12
Missouri,Rail fatalities,2012,14
Missouri,Highway Fatalities,2012,826
Missouri,Transit Fatalities,2011,2
Missouri,Recreational boating fatalities,2011,20
Missouri,Rail fatalities,2011,19
Missouri,Highway Fatalities,2011,786
Missouri,Transit Fatalities,2010,2
Missouri,Recreational boating fatalities,2010,14
Missouri,Rail fatalities,2010,20
Missouri,Highway Fatalities,2010,821
Montana,Transit Fatalities,2023,0
Montana,Recreational boating fatalities,2023,
Montana,Rail fatalities,2023,6
Montana,Highway Fatalities,2023,
Montana,Transit Fatalities,2022,1
Montana,Recreational boating fatalities,2022,8
Montana,Rail fatalities,2022,5
Montana,Highway Fatalities,2022,
Montana,Transit Fatalities,2021,0
Montana,Recreational boating fatalities,2021,5
Montana,Rail fatalities,2021,18
Montana,Highway Fatalities,2021,239
Montana,Transit Fatalities,2020,0
Montana,Recreational boating fatalities,2020,7
Montana,Rail fatalities,2020,11
Montana,Highway Fatalities,2020,213
Montana,Transit Fatalities,2019,0
Montana,Recreational boating fatalities,2019,5
Montana,Rail fatalities,2019,9
Montana,Highway Fatalities,2019,184
Montana,Transit Fatalities,2018,0
Montana,Recreational boating fatalities,2018,13
Montana,Rail fatalities,2018,7
Montana,Highway Fatalities,2018,181
Montana,Transit Fatalities,2017,0
Montana,Recreational boating fatalities,2017,2
Montana,Rail fatalities,2017,3
Montana,Highway Fatalities,2017,186
Montana,Transit Fatalities,2016,0
Montana,Recreational boating fatalities,2016,5
Montana,Rail fatalities,2016,5
Montana,Highway Fatalities,2016,190
Montana,Transit Fatalities,2015,0
Montana,Recreational boating fatalities,2015,6
Montana,Rail fatalities,2015,6
Montana,Highway Fatalities,2015,224
Montana,Transit Fatalities,2014,0
Montana,Recreational boating fatalities,2014,3
Montana,Rail fatalities,2014,4
Montana,Highway Fatalities,2014,192
Montana,Transit Fatalities,2013,1
Montana,Recreational boating fatalities,2013,6
Montana,Rail fatalities,2013,2
Montana,Highway Fatalities,2013,229
Montana,Transit Fatalities,2012,0
Montana,Recreational boating fatalities,2012,10
Montana,Rail fatalities,2012,4
Montana,Highway Fatalities,2012,205
Montana,Transit Fatalities,2011,0
Montana,Recreational boating fatalities,2011,10
Montana,Rail fatalities,2011,7
Montana,Highway Fatalities,2011,209
Montana,Transit Fatalities,2010,0
Montana,Recreational boating fatalities,2010,2
Montana,Rail fatalities,2010,5
Montana,Highway Fatalities,2010,189
Nebraska,Transit Fatalities,2023,0
Nebraska,Recreational boating fatalities,2023,
Nebraska,Rail fatalities,2023,10
Nebraska,Highway Fatalities,2023,
Nebraska,Transit Fatalities,2022,1
Nebraska,Recreational boating fatalities,2022,2
Nebraska,Rail fatalities,2022,13
Nebraska,Highway Fatalities,2022,
Nebraska,Transit Fatalities,2021,0
Nebraska,Recreational boating fatalities,2021,1
Nebraska,Rail fatalities,2021,11
Nebraska,Highway Fatalities,2021,221
Nebraska,Transit Fatalities,2020,1
Nebraska,Recreational boating fatalities,2020,2
Nebraska,Rail fatalities,2020,2
Nebraska,Highway Fatalities,2020,233
Nebraska,Transit Fatalities,2019,0
Nebraska,Recreational boating fatalities,2019,2
Nebraska,Rail fatalities,2019,12
Nebraska,Highway Fatalities,2019,248
Nebraska,Transit Fatalities,2018,0
Nebraska,Recreational boating fatalities,2018,4
Nebraska,Rail fatalities,2018,8
Nebraska,Highway Fatalities,2018,230
Nebraska,Transit Fatalities,2017,0
Nebraska,Recreational boating fatalities,2017,4
Nebraska,Rail fatalities,2017,7
Nebraska,Highway Fatalities,2017,228
Nebraska,Transit Fatalities,2016,0
Nebraska,Recreational boating fatalities,2016,2
Nebraska,Rail fatalities,2016,8
Nebraska,Highway Fatalities,2016,218
Nebraska,Transit Fatalities,2015,0
Nebraska,Recreational boating fatalities,2015,4
Nebraska,Rail fatalities,2015,2
Nebraska,Highway Fatalities,2015,246
Nebraska,Transit Fatalities,2014,0
Nebraska,Recreational boating fatalities,2014,1
Nebraska,Rail fatalities,2014,5
Nebraska,Highway Fatalities,2014,225
Nebraska,Transit Fatalities,2013,1
Nebraska,Recreational boating fatalities,2013,0
Nebraska,Rail fatalities,2013,3
Nebraska,Highway Fatalities,2013,211
Nebraska,Transit Fatalities,2012,0
Nebraska,Recreational boating fatalities,2012,8
Nebraska,Rail fatalities,2012,9
Nebraska,Highway Fatalities,2012,212
Nebraska,Transit Fatalities,2011,0
Nebraska,Recreational boating fatalities,2011,5
Nebraska,Rail fatalities,2011,4
Nebraska,Highway Fatalities,2011,181
Nebraska,Transit Fatalities,2010,0
Nebraska,Recreational boating fatalities,2010,5
Nebraska,Rail fatalities,2010,6
Nebraska,Highway Fatalities,2010,190
Nevada,Transit Fatalities,2023,5
Nevada,Recreational boating fatalities,2023,
Nevada,Rail fatalities,2023,15
Nevada,Highway Fatalities,2023,
Nevada,Transit Fatalities,2022,1
Nevada,Recreational boating fatalities,2022,5
Nevada,Rail fatalities,2022,14
Nevada,Highway Fatalities,2022,
Nevada,Transit Fatalities,2021,2
Nevada,Recreational boating fatalities,2021,3
Nevada,Rail fatalities,2021,11
Nevada,Highway Fatalities,2021,385
Nevada,Transit Fatalities,2020,3
Nevada,Recreational boating fatalities,2020,3
Nevada,Rail fatalities,2020,8
Nevada,Highway Fatalities,2020,333
Nevada,Transit Fatalities,2019,3
Nevada,Recreational boating fatalities,2019,5
Nevada,Rail fatalities,2019,6
Nevada,Highway Fatalities,2019,304
Nevada,Transit Fatalities,2018,1
Nevada,Recreational boating fatalities,2018,5
Nevada,Rail fatalities,2018,4
Nevada,Highway Fatalities,2018,329
Nevada,Transit Fatalities,2017,2
Nevada,Recreational boating fatalities,2017,4
Nevada,Rail fatalities,2017,3
Nevada,Highway Fatalities,2017,311
Nevada,Transit Fatalities,2016,2
Nevada,Recreational boating fatalities,2016,4
Nevada,Rail fatalities,2016,7
Nevada,Highway Fatalities,2016,329
Nevada,Transit Fatalities,2015,2
Nevada,Recreational boating fatalities,2015,5
Nevada,Rail fatalities,2015,3
Nevada,Highway Fatalities,2015,326
Nevada,Transit Fatalities,2014,2
Nevada,Recreational boating fatalities,2014,11
Nevada,Rail fatalities,2014,6
Nevada,Highway Fatalities,2014,291
Nevada,Transit Fatalities,2013,4
Nevada,Recreational boating fatalities,2013,5
Nevada,Rail fatalities,2013,3
Nevada,Highway Fatalities,2013,266
Nevada,Transit Fatalities,2012,4
Nevada,Recreational boating fatalities,2012,4
Nevada,Rail fatalities,2012,2
Nevada,Highway Fatalities,2012,261
Nevada,Transit Fatalities,2011,0
Nevada,Recreational boating fatalities,2011,7
Nevada,Rail fatalities,2011,8
Nevada,Highway Fatalities,2011,246
Nevada,Transit Fatalities,2010,0
Nevada,Recreational boating fatalities,2010,2
Nevada,Rail fatalities,2010,4
Nevada,Highway Fatalities,2010,257
New Hampshire,Transit Fatalities,2023,0
New Hampshire,Recreational boating fatalities,2023,
New Hampshire,Rail fatalities,2023,1
New Hampshire,Highway Fatalities,2023,
New Hampshire,Transit Fatalities,2022,0
New Hampshire,Recreational boating fatalities,2022,4
New Hampshire,Rail fatalities,2022,1
New Hampshire,Highway Fatalities,2022,
New Hampshire,Transit Fatalities,2021,0
New Hampshire,Recreational boating fatalities,2021,3
New Hampshire,Rail fatalities,2021,0
New Hampshire,Highway Fatalities,2021,118
New Hampshire,Transit Fatalities,2020,0
New Hampshire,Recreational boating fatalities,2020,2
New Hampshire,Rail fatalities,2020,0
New Hampshire,Highway Fatalities,2020,104
New Hampshire,Transit Fatalities,2019,0
New Hampshire,Recreational boating fatalities,2019,4
New Hampshire,Rail fatalities,2019,2
New Hampshire,Highway Fatalities,2019,101
New Hampshire,Transit Fatalities,2018,0
New Hampshire,Recreational boating fatalities,2018,5
New Hampshire,Rail fatalities,2018,0
New Hampshire,Highway Fatalities,2018,147
New Hampshire,Transit Fatalities,2017,0
New Hampshire,Recreational boating fatalities,2017,5
New Hampshire,Rail fatalities,2017,0
New Hampshire,Highway Fatalities,2017,102
New Hampshire,Transit Fatalities,2016,0
New Hampshire,Recreational boating fatalities,2016,9
New Hampshire,Rail fatalities,2016,1
New Hampshire,Highway Fatalities,2016,136
New Hampshire,Transit Fatalities,2015,0
New Hampshire,Recreational boating fatalities,2015,4
New Hampshire,Rail fatalities,2015,0
New Hampshire,Highway Fatalities,2015,114
New Hampshire,Transit Fatalities,2014,0
New Hampshire,Recreational boating fatalities,2014,1
New Hampshire,Rail fatalities,2014,2
New Hampshire,Highway Fatalities,2014,95
New Hampshire,Transit Fatalities,2013,0
New Hampshire,Recreational boating fatalities,2013,1
New Hampshire,Rail fatalities,2013,0
New Hampshire,Highway Fatalities,2013,135
New Hampshire,Transit Fatalities,2012,0
New Hampshire,Recreational boating fatalities,2012,4
New Hampshire,Rail fatalities,2012,0
New Hampshire,Highway Fatalities,2012,108
New Hampshire,Transit Fatalities,2011,1
New Hampshire,Recreational boating fatalities,2011,2
New Hampshire,Rail fatalities,2011,1
New Hampshire,Highway Fatalities,2011,90
New Hampshire,Transit Fatalities,2010,0
New Hampshire,Recreational boating fatalities,2010,3
New Hampshire,Rail fatalities,2010,0
New Hampshire,Highway Fatalities,2010,128
New Jersey,Transit Fatalities,2023,7
New Jersey,Recreational boating fatalities,2023,
New Jersey,Rail fatalities,2023,12
New Jersey,Highway Fatalities,2023,
New Jersey,Transit Fatalities,2022,10
New Jersey,Recreational boating fatalities,2022,4
New Jersey,Rail fatalities,2022,14
New Jersey,Highway Fatalities,2022,
New Jersey,Transit Fatalities,2021,7
New Jersey,Recreational boating fatalities,2021,8
New Jersey,Rail fatalities,2021,13
New Jersey,Highway Fatalities,2021,699
New Jersey,Transit Fatalities,2020,15
New Jersey,Recreational boating fatalities,2020,9
New Jersey,Rail fatalities,2020,17
New Jersey,Highway Fatalities,2020,586
New Jersey,Transit Fatalities,2019,13
New Jersey,Recreational boating fatalities,2019,4
New Jersey,Rail fatalities,2019,12
New Jersey,Highway Fatalities,2019,558
New Jersey,Transit Fatalities,2018,6
New Jersey,Recreational boating fatalities,2018,5
New Jersey,Rail fatalities,2018,20
New Jersey,Highway Fatalities,2018,563
New Jersey,Transit Fatalities,2017,8
New Jersey,Recreational boating fatalities,2017,4
New Jersey,Rail fatalities,2017,15
New Jersey,Highway Fatalities,2017,624
New Jersey,Transit Fatalities,2016,10
New Jersey,Recreational boating fatalities,2016,5
New Jersey,Rail fatalities,2016,20
New Jersey,Highway Fatalities,2016,602
New Jersey,Transit Fatalities,2015,6
New Jersey,Recreational boating fatalities,2015,8
New Jersey,Rail fatalities,2015,29
New Jersey,Highway Fatalities,2015,561
New Jersey,Transit Fatalities,2014,8
New Jersey,Recreational boating fatalities,2014,3
New Jersey,Rail fatalities,2014,15
New Jersey,Highway Fatalities,2014,556
New Jersey,Transit Fatalities,2013,8
New Jersey,Recreational boating fatalities,2013,8
New Jersey,Rail fatalities,2013,21
New Jersey,Highway Fatalities,2013,542
New Jersey,Transit Fatalities,2012,6
New Jersey,Recreational boating fatalities,2012,7
New Jersey,Rail fatalities,2012,7
New Jersey,Highway Fatalities,2012,589
New Jersey,Transit Fatalities,2011,5
New Jersey,Recreational boating fatalities,2011,8
New Jersey,Rail fatalities,2011,21
New Jersey,Highway Fatalities,2011,627
New Jersey,Transit Fatalities,2010,4
New Jersey,Recreational boating fatalities,2010,8
New Jersey,Rail fatalities,2010,24
New Jersey,Highway Fatalities,2010,556
New Mexico,Transit Fatalities,2023,0
New Mexico,Recreational boating fatalities,2023,
New Mexico,Rail fatalities,2023,12
New Mexico,Highway Fatalities,2023,
New Mexico,Transit Fatalities,2022,1
New Mexico,Recreational boating fatalities,2022,2
New Mexico,Rail fatalities,2022,18
New Mexico,Highway Fatalities,2022,
New Mexico,Transit Fatalities,2021,0
New Mexico,Recreational boating fatalities,2021,1
New Mexico,Rail fatalities,2021,7
New Mexico,Highway Fatalities,2021,481
New Mexico,Transit Fatalities,2020,0
New Mexico,Recreational boating fatalities,2020,4
New Mexico,Rail fatalities,2020,4
New Mexico,Highway Fatalities,2020,398
New Mexico,Transit Fatalities,2019,0
New Mexico,Recreational boating fatalities,2019,2
New Mexico,Rail fatalities,2019,7
New Mexico,Highway Fatalities,2019,425
New Mexico,Transit Fatalities,2018,0
New Mexico,Recreational boating fatalities,2018,2
New Mexico,Rail fatalities,2018,8
New Mexico,Highway Fatalities,2018,392
New Mexico,Transit Fatalities,2017,1
New Mexico,Recreational boating fatalities,2017,5
New Mexico,Rail fatalities,2017,3
New Mexico,Highway Fatalities,2017,380
New Mexico,Transit Fatalities,2016,0
New Mexico,Recreational boating fatalities,2016,2
New Mexico,Rail fatalities,2016,8
New Mexico,Highway Fatalities,2016,405
New Mexico,Transit Fatalities,2015,0
New Mexico,Recreational boating fatalities,2015,0
New Mexico,Rail fatalities,2015,6
New Mexico,Highway Fatalities,2015,298
New Mexico,Transit Fatalities,2014,0
New Mexico,Recreational boating fatalities,2014,0
New Mexico,Rail fatalities,2014,10
New Mexico,Highway Fatalities,2014,386
New Mexico,Transit Fatalities,2013,0
New Mexico,Recreational boating fatalities,2013,2
New Mexico,Rail fatalities,2013,18
New Mexico,Highway Fatalities,2013,311
New Mexico,Transit Fatalities,2012,0
New Mexico,Recreational boating fatalities,2012,1
New Mexico,Rail fatalities,2012,2
New Mexico,Highway Fatalities,2012,366
New Mexico,Transit Fatalities,2011,0
New Mexico,Recreational boating fatalities,2011,2
New Mexico,Rail fatalities,2011,10
New Mexico,Highway Fatalities,2011,350
New Mexico,Transit Fatalities,2010,1
New Mexico,Recreational boating fatalities,2010,8
New Mexico,Rail fatalities,2010,12
New Mexico,Highway Fatalities,2010,349
New York,Transit Fatalities,2023,110
New York,Recreational boating fatalities,2023,
New York,Rail fatalities,2023,33
New York,Highway Fatalities,2023,
New York,Transit Fatalities,2022,117
New York,Recreational boating fatalities,2022,24
New York,Rail fatalities,2022,42
New York,Highway Fatalities,2022,
New York,Transit Fatalities,2021,92
New York,Recreational boating fatalities,2021,17
New York,Rail fatalities,2021,23
New York,Highway Fatalities,2021,1157
New York,Transit Fatalities,2020,83
New York,Recreational boating fatalities,2020,28
New York,Rail fatalities,2020,19
New York,Highway Fatalities,2020,1045
New York,Transit Fatalities,2019,71
New York,Recreational boating fatalities,2019,17
New York,Rail fatalities,2019,21
New York,Highway Fatalities,2019,934
New York,Transit Fatalities,2018,88
New York,Recreational boating fatalities,2018,20
New York,Rail fatalities,2018,29
New York,Highway Fatalities,2018,964
New York,Transit Fatalities,2017,62
New York,Recreational boating fatalities,2017,22
New York,Rail fatalities,2017,21
New York,Highway Fatalities,2017,1006
New York,Transit Fatalities,2016,72
New York,Recreational boating fatalities,2016,22
New York,Rail fatalities,2016,33
New York,Highway Fatalities,2016,1041
New York,Transit Fatalities,2015,77
New York,Recreational boating fatalities,2015,16
New York,Rail fatalities,2015,32
New York,Highway Fatalities,2015,1136
New York,Transit Fatalities,2014,83
New York,Recreational boating fatalities,2014,27
New York,Rail fatalities,2014,26
New York,Highway Fatalities,2014,1041
New York,Transit Fatalities,2013,80
New York,Recreational boating fatalities,2013,18
New York,Rail fatalities,2013,30
New York,Highway Fatalities,2013,1202
New York,Transit Fatalities,2012,77
New York,Recreational boating fatalities,2012,27
New York,Rail fatalities,2012,31
New York,Highway Fatalities,2012,1180
New York,Transit Fatalities,2011,61
New York,Recreational boating fatalities,2011,28
New York,Rail fatalities,2011,23
New York,Highway Fatalities,2011,1171
New York,Transit Fatalities,2010,66
New York,Recreational boating fatalities,2010,27
New York,Rail fatalities,2010,22
New York,Highway Fatalities,2010,1201
North Carolina,Transit Fatalities,2023,2
North Carolina,Recreational boating fatalities,2023,
North Carolina,Rail fatalities,2023,24
North Carolina,Highway Fatalities,2023,
North Carolina,Transit Fatalities,2022,4
North Carolina,Recreational boating fatalities,2022,20
North Carolina,Rail fatalities,2022,15
North Carolina,Highway Fatalities,2022,
North Carolina,Transit Fatalities,2021,8
North Carolina,Recreational boating fatalities,2021,20
North Carolina,Rail fatalities,2021,18
North Carolina,Highway Fatalities,2021,1663
North Carolina,Transit Fatalities,2020,3
North Carolina,Recreational boating fatalities,2020,27
North Carolina,Rail fatalities,2020,12
North Carolina,Highway Fatalities,2020,1538
North Carolina,Transit Fatalities,2019,1
North Carolina,Recreational boating fatalities,2019,16
North Carolina,Rail fatalities,2019,23
North Carolina,Highway Fatalities,2019,1457
North Carolina,Transit Fatalities,2018,1
North Carolina,Recreational boating fatalities,2018,30
North Carolina,Rail fatalities,2018,30
North Carolina,Highway Fatalities,2018,1436
North Carolina,Transit Fatalities,2017,3
North Carolina,Recreational boating fatalities,2017,15
North Carolina,Rail fatalities,2017,19
North Carolina,Highway Fatalities,2017,1412
North Carolina,Transit Fatalities,2016,2
North Carolina,Recreational boating fatalities,2016,23
North Carolina,Rail fatalities,2016,27
North Carolina,Highway Fatalities,2016,1450
North Carolina,Transit Fatalities,2015,4
North Carolina,Recreational boating fatalities,2015,20
North Carolina,Rail fatalities,2015,22
North Carolina,Highway Fatalities,2015,1379
North Carolina,Transit Fatalities,2014,0
North Carolina,Recreational boating fatalities,2014,26
North Carolina,Rail fatalities,2014,24
North Carolina,Highway Fatalities,2014,1284
North Carolina,Transit Fatalities,2013,2
North Carolina,Recreational boating fatalities,2013,16
North Carolina,Rail fatalities,2013,25
North Carolina,Highway Fatalities,2013,1290
North Carolina,Transit Fatalities,2012,1
North Carolina,Recreational boating fatalities,2012,23
North Carolina,Rail fatalities,2012,16
North Carolina,Highway Fatalities,2012,1299
North Carolina,Transit Fatalities,2011,1
North Carolina,Recreational boating fatalities,2011,28
North Carolina,Rail fatalities,2011,16
North Carolina,Highway Fatalities,2011,1230
North Carolina,Transit Fatalities,2010,1
North Carolina,Recreational boating fatalities,2010,24
North Carolina,Rail fatalities,2010,19
North Carolina,Highway Fatalities,2010,1320
North Dakota,Transit Fatalities,2023,0
North Dakota,Recreational boating fatalities,2023,
North Dakota,Rail fatalities,2023,4
North Dakota,Highway Fatalities,2023,
North Dakota,Transit Fatalities,2022,0
North Dakota,Recreational boating fatalities,2022,1
North Dakota,Rail fatalities,2022,6
North Dakota,Highway Fatalities,2022,
North Dakota,Transit Fatalities,2021,0
North Dakota,Recreational boating fatalities,2021,2
North Dakota,Rail fatalities,2021,3
North Dakota,Highway Fatalities,2021,101
North Dakota,Transit Fatalities,2020,0
North Dakota,Recreational boating fatalities,2020,1
North Dakota,Rail fatalities,2020,2
North Dakota,Highway Fatalities,2020,100
North Dakota,Transit Fatalities,2019,0
North Dakota,Recreational boating fatalities,2019,2
North Dakota,Rail fatalities,2019,3
North Dakota,Highway Fatalities,2019,100
North Dakota,Transit Fatalities,2018,0
North Dakota,Recreational boating fatalities,2018,2
North Dakota,Rail fatalities,2018,3
North Dakota,Highway Fatalities,2018,105
North Dakota,Transit Fatalities,2017,0
North Dakota,Recreational boating fatalities,2017,4
North Dakota,Rail fatalities,2017,7
North Dakota,Highway Fatalities,2017,116
North Dakota,Transit Fatalities,2016,0
North Dakota,Recreational boating fatalities,2016,1
North Dakota,Rail fatalities,2016,2
North Dakota,Highway Fatalities,2016,113
North Dakota,Transit Fatalities,2015,0
North Dakota,Recreational boating fatalities,2015,2
North Dakota,Rail fatalities,2015,3
North Dakota,Highway Fatalities,2015,131
North Dakota,Transit Fatalities,2014,0
North Dakota,Recreational boating fatalities,2014,5
North Dakota,Rail fatalities,2014,8
North Dakota,Highway Fatalities,2014,135
North Dakota,Transit Fatalities,2013,0
North Dakota,Recreational boating fatalities,2013,2
North Dakota,Rail fatalities,2013,5
North Dakota,Highway Fatalities,2013,148
North Dakota,Transit Fatalities,2012,0
North Dakota,Recreational boating fatalities,2012,1
North Dakota,Rail fatalities,2012,10
North Dakota,Highway Fatalities,2012,170
North Dakota,Transit Fatalities,2011,0
North Dakota,Recreational boating fatalities,2011,5
North Dakota,Rail fatalities,2011,1
North Dakota,Highway Fatalities,2011,148
North Dakota,Transit Fatalities,2010,0
North Dakota,Recreational boating fatalities,2010,3
North Dakota,Rail fatalities,2010,5
North Dakota,Highway Fatalities,2010,105
Ohio,Transit Fatalities,2023,3
Ohio,Recreational boating fatalities,2023,
Ohio,Rail fatalities,2023,21
Ohio,Highway Fatalities,2023,
Ohio,Transit Fatalities,2022,3
Ohio,Recreational boating fatalities,2022,17
Ohio,Rail fatalities,2022,19
Ohio,Highway Fatalities,2022,
Ohio,Transit Fatalities,2021,3
Ohio,Recreational boating fatalities,2021,19
Ohio,Rail fatalities,2021,19
Ohio,Highway Fatalities,2021,1354
Ohio,Transit Fatalities,2020,4
Ohio,Recreational boating fatalities,2020,25
Ohio,Rail fatalities,2020,22
Ohio,Highway Fatalities,2020,1230
Ohio,Transit Fatalities,2019,6
Ohio,Recreational boating fatalities,2019,13
Ohio,Rail fatalities,2019,24
Ohio,Highway Fatalities,2019,1153
Ohio,Transit Fatalities,2018,2
Ohio,Recreational boating fatalities,2018,17
Ohio,Rail fatalities,2018,24
Ohio,Highway Fatalities,2018,1068
Ohio,Transit Fatalities,2017,3
Ohio,Recreational boating fatalities,2017,20
Ohio,Rail fatalities,2017,22
Ohio,Highway Fatalities,2017,1179
Ohio,Transit Fatalities,2016,5
Ohio,Recreational boating fatalities,2016,12
Ohio,Rail fatalities,2016,23
Ohio,Highway Fatalities,2016,1132
Ohio,Transit Fatalities,2015,4
Ohio,Recreational boating fatalities,2015,13
Ohio,Rail fatalities,2015,28
Ohio,Highway Fatalities,2015,1110
Ohio,Transit Fatalities,2014,5
Ohio,Recreational boating fatalities,2014,22
Ohio,Rail fatalities,2014,17
Ohio,Highway Fatalities,2014,1006
Ohio,Transit Fatalities,2013,2
Ohio,Recreational boating fatalities,2013,13
Ohio,Rail fatalities,2013,30
Ohio,Highway Fatalities,2013,989
Ohio,Transit Fatalities,2012,7
Ohio,Recreational boating fatalities,2012,11
Ohio,Rail fatalities,2012,23
Ohio,Highway Fatalities,2012,1121
Ohio,Transit Fatalities,2011,4
Ohio,Recreational boating fatalities,2011,15
Ohio,Rail fatalities,2011,17
Ohio,Highway Fatalities,2011,1017
Ohio,Transit Fatalities,2010,1
Ohio,Recreational boating fatalities,2010,16
Ohio,Rail fatalities,2010,21
Ohio,Highway Fatalities,2010,1080
Oklahoma,Transit Fatalities,2023,0
Oklahoma,Recreational boating fatalities,2023,
Oklahoma,Rail fatalities,2023,19
Oklahoma,Highway Fatalities,2023,
Oklahoma,Transit Fatalities,2022,0
Oklahoma,Recreational boating fatalities,2022,14
Oklahoma,Rail fatalities,2022,12
Oklahoma,Highway Fatalities,2022,
Oklahoma,Transit Fatalities,2021,2
Oklahoma,Recreational boating fatalities,2021,12
Oklahoma,Rail fatalities,2021,12
Oklahoma,Highway Fatalities,2021,762
Oklahoma,Transit Fatalities,2020,0
Oklahoma,Recreational boating fatalities,2020,17
Oklahoma,Rail fatalities,2020,10
Oklahoma,Highway Fatalities,2020,653
Oklahoma,Transit Fatalities,2019,0
Oklahoma,Recreational boating fatalities,2019,8
Oklahoma,Rail fatalities,2019,17
Oklahoma,Highway Fatalities,2019,640
Oklahoma,Transit Fatalities,2018,0
Oklahoma,Recreational boating fatalities,2018,7
Oklahoma,Rail fatalities,2018,14
Oklahoma,Highway Fatalities,2018,655
Oklahoma,Transit Fatalities,2017,2
Oklahoma,Recreational boating fatalities,2017,10
Oklahoma,Rail fatalities,2017,13
Oklahoma,Highway Fatalities,2017,657
Oklahoma,Transit Fatalities,2016,1
Oklahoma,Recreational boating fatalities,2016,5
Oklahoma,Rail fatalities,2016,12
Oklahoma,Highway Fatalities,2016,687
Oklahoma,Transit Fatalities,2015,0
Oklahoma,Recreational boating fatalities,2015,13
Oklahoma,Rail fatalities,2015,8
Oklahoma,Highway Fatalities,2015,645
Oklahoma,Transit Fatalities,2014,1
Oklahoma,Recreational boating fatalities,2014,6
Oklahoma,Rail fatalities,2014,17
Oklahoma,Highway Fatalities,2014,669
Oklahoma,Transit Fatalities,2013,0
Oklahoma,Recreational boating fatalities,2013,9
Oklahoma,Rail fatalities,2013,15
Oklahoma,Highway Fatalities,2013,678
Oklahoma,Transit Fatalities,2012,1
Oklahoma,Recreational boating fatalities,2012,15
Oklahoma,Rail fatalities,2012,11
Oklahoma,Highway Fatalities,2012,709
Oklahoma,Transit Fatalities,2011,0
Oklahoma,Recreational boating fatalities,2011,11
Oklahoma,Rail fatalities,2011,10
Oklahoma,Highway Fatalities,2011,696
Oklahoma,Transit Fatalities,2010,0
Oklahoma,Recreational boating fatalities,2010,13
Oklahoma,Rail fatalities,2010,11
Oklahoma,Highway Fatalities,2010,668
Oregon,Transit Fatalities,2023,5
Oregon,Recreational boating fatalities,2023,
Oregon,Rail fatalities,2023,16
Oregon,Highway Fatalities,2023,
Oregon,Transit Fatalities,2022,5
Oregon,Recreational boating fatalities,2022,16
Oregon,Rail fatalities,2022,17
Oregon,Highway Fatalities,2022,
Oregon,Transit Fatalities,2021,10
Oregon,Recreational boating fatalities,2021,18
Oregon,Rail fatalities,2021,14
Oregon,Highway Fatalities,2021,599
Oregon,Transit Fatalities,2020,3
Oregon,Recreational boating fatalities,2020,26
Oregon,Rail fatalities,2020,14
Oregon,Highway Fatalities,2020,507
